Hour,Date,True_Price,Forecast_Price,PSO_Action,PSO_SOC,PSO_Instant_Profit,PSO_Cumulative_Profit,PPO_Action,PPO_SOC,PPO_Instant_Profit,PPO_Cumulative_Profit
442,2024-01-19,100.56,103.50030570897957,-2.0,0.09999999999999998,-0.0,2346.247732590336,-2.0,0.09999999999999998,-0.0,2301.403125452632
443,2024-01-19,96.43,101.95836617247566,-2.0,0.09999999999999998,-0.0,2346.247732590336,-2.0,0.09999999999999998,-0.0,2301.403125452632
444,2024-01-19,91.58072,88.45242559516898,2.0,0.575,-183.16144,2163.086292590336,-1.6,0.09999999999999998,-0.0,2301.403125452632
445,2024-01-19,93.09,93.35511814670083,-0.006805203223791249,0.575,-0.0,2163.086292590336,-1.6,0.09999999999999998,-0.0,2301.403125452632
446,2024-01-19,95.63,102.03048587253718,2.0,0.9,-130.8621052631579,2032.2241873271782,-1.6,0.09999999999999998,-0.0,2301.403125452632
447,2024-01-19,99.05,94.25548398307656,2.0,0.9,-0.0,2032.2241873271782,-1.6,0.09999999999999998,-0.0,2301.403125452632
448,2024-01-19,101.36,94.80271520391516,2.0,0.9,-0.0,2032.2241873271782,-1.6,0.09999999999999998,-0.0,2301.403125452632
449,2024-01-19,107.67,102.16852758824763,0.6475046581716257,0.9,-0.0,2032.2241873271782,-2.0,0.09999999999999998,-0.0,2301.403125452632
450,2024-01-19,107.17,106.31486805343944,-1.2000000000248432,0.5842105263092519,128.60400000266245,2160.8281873298406,-2.0,0.09999999999999998,-0.0,2301.403125452632
451,2024-01-19,106.95,115.34807268272341,-2.0,0.09999999999999998,196.78799999734306,2357.6161873271835,-2.0,0.09999999999999998,-0.0,2301.403125452632
452,2024-01-19,99.03,105.8493828358413,-2.0,0.09999999999999998,-0.0,2357.6161873271835,-1.6,0.09999999999999998,-0.0,2301.403125452632
453,2024-01-19,98.49,95.7395638039959,-2.0,0.09999999999999998,-0.0,2357.6161873271835,-2.0,0.09999999999999998,-0.0,2301.403125452632
454,2024-01-19,96.0,91.63707836155781,-1.7334922821258216,0.09999999999999998,-0.0,2357.6161873271835,-2.0,0.09999999999999998,-0.0,2301.403125452632
455,2024-01-19,92.9,91.72830197395874,2.0,0.575,-185.8,2171.8161873271833,-2.0,0.09999999999999998,-0.0,2301.403125452632
456,2024-01-20,93.5,92.82816999081197,-2.0,0.09999999999999992,168.76749999999998,2340.5836873271833,-2.0,0.09999999999999998,-0.0,2301.403125452632
457,2024-01-20,85.4,91.26545249252447,-2.0,0.09999999999999992,-0.0,2340.5836873271833,-2.0,0.09999999999999998,-0.0,2301.403125452632
458,2024-01-20,77.75,82.23972913742121,-0.07046677242058401,0.09999999999999992,-0.0,2340.5836873271833,-1.6,0.09999999999999998,-0.0,2301.403125452632
459,2024-01-20,76.93,75.37503438291233,-0.8644539513263375,0.09999999999999992,-0.0,2340.5836873271833,1.6,0.48,-123.08800000000002,2178.315125452632
460,2024-01-20,76.93,75.64215952374457,1.3684210526393867,0.4250000000018543,-105.27263157954803,2235.3110557476352,1.2000000000000002,0.765,-92.31600000000002,2085.999125452632
